Email sent date,Email sent time,sent_timestamp,Posting URL,Posting Title,Posting Body Text,Post timestamp,Listing Price,"Listing Type (house, apt., etc)",Poster Gender,Poster Age,Treatment,Reply?,Favorable Reply?,reply_date,reply_time,Gender in email,Age in email
3/24/19,6:25 PM,3/24/19 18:25,https://indianapolis.craigslist.org/roo/d/indianapolis-2360ft2-2-br-in-fountain/6849416954.html,$650 2360ft2 - 2 BR in Fountain Square for rent. (Fountain Square / Indianapolis),"I have two bedrooms for rent in a recently renovated house located in 
vibrant Fountain Square. I am the owner, a male young professional, and I
 live in the third bedroom. I am looking for one or two responsible and 
tidy roommates to fill the open rooms, available at the end of April. No
 preference on the gender of either roommate.



The house is located a short walk to the heart of Fountain Square and 
Fletcher Place and a five minute drive to downtown or I-65. 2,360 square
 feet in total with 3 bedrooms and 2 bathrooms. The open bedrooms are 
each 130 square feet - 13x10 - and each have a closet. Features include 
an open floor plan, granite counter tops, all new stainless steel 
appliances, exposed cedar beams, cathedral/tray ceilings, two-story 
living room, a spiral staircase, fenced in front and back yards, a large
 back deck and front porch, contemporary lighting fixtures, and a two 
car garage.



The open bedrooms are not furnished as seen in the photos, but living spaces are.



Plenty of street parking available

1 garage spot available for an additional $15/month.

Utilities will be shared - gas, electric, recycling, Youtube TV, Verizon 5G Internet

Bedrooms include a closet not shown in the photos

Washer and dryer on the first floor

Dishwasher

Double Oven

Water softener installed

5 minute drive to Lilly, Salesforce, and others



Available end of April, but arrangements can be made for sooner in certain cases.



If you are interested, please contact me to set up a meeting and visit!    ",3/24/19 16:20,650,house,male,NA,katie_43,Y,Y,3/24/19,6:27:00 PM,,
3/24/19,7:09 PM,3/24/19 19:09,https://indianapolis.craigslist.org/roo/d/indianapolis-just-need-better-roommate/6849299418.html,$320 / 640ft2 - Just need a better roommate for one nice private bedroom!,"Hello Roommates!..



Private bedroom, large bathroom, living area all furnished available in a
 clean, quiet, drama free townhouse. Includes a shared kitchen on main 
level, on site laundry.

If you would like to get my contact and detailed information about this 
place, you can just login to my rental page address you see i have added
 on the pic and feel free to text or call me



Plz!!!    ",3/24/19 14:03,320,townhouse,NA,NA,katie_27,N,N,NA,,,
3/24/19,7:10 PM,3/24/19 19:10,https://indianapolis.craigslist.org/roo/d/master-suite-for-rent/6849356238.html,$550 Master suite for rent! (West),"I am a 48 year old professional female looking to rent out the 1st floor
 master bedroom of my home.  Includes a private bath, 2 closets and 
separate hallway that you can close off (and lock) from the rest of the 
house.  Also includes use of all common areas, including laundry, and 
huge, park-like yard. I'm looking for another professional, someone 
mature and responsible.  I would prefer a female.  Background check will
 be done.  I have several cats, so you must like or at least be able to 
tolerate living with pets! 



I'm on the West side, in a neighborhood just west of Michigan, between 
61st and 62nd.    Quiet neighborhood, not fancy, but safe and peaceful 
with lots of mature trees and wildlife.  Very central location....5-10 
minutes from Broad Ripple, 5-10 minutes from IMA and Butler, 10 minutes 
from Eagle Creek and 465, 20-25 minutes from downtown. 



I am a very laid back, artsy, earthy kind of person, and it would be 
great to find someone similar, although not essential.  Please, no kids,
 no pets, no smoking, no drugs, no drama.  Rent is $500/month 
unfurnished or $550 furnished and includes all utilities and wi-fi and 
cable in your bedroom.  I require a $250 deposit as well.  Please reply 
and put ""Room for Rent"" in subject line if interested.    ",3/24/19 15:07,550,house,female,48,katie_27,Y,Y,3/25/19,4:52:00 PM,,
3/24/19,7:10 PM,3/24/19 19:10,https://indianapolis.craigslist.org/roo/d/indianapolis-room-for-rent/6849326981.html,$600 / 450ft2 - Room for Rent (Indianapolis),"Downstairs room and full bathroom for rent. The room used to be my 
living room and dining room but I walled it off and put up french doors 
because I never used it. There is a full bathroom attached and it walks 
out to the kitchen and the entryway. The pictures that are attached are 
of the actual room for rent. I am looking for someone who is as quiet as
 I am, preferable another college student. $600 a month includes all 
utilities, internet, and a security system. I work a full time job 
downtown and go to college in the evenings so I am in and out a lot. I 
have two dogs and three cats and would consider reduced rent to someone 
who could look after the dogs during the day.",3/24/19 14:34,600,house,NA,NA,katie_27,Y,Y,3/24/19,7:14:00 PM,,
3/24/19,6:34 PM,3/24/19 18:34,https://indianapolis.craigslist.org/roo/d/indianapolis-small-room-for-rent-female/6849317772.html,$400 Small room for rent female only (Castleton),"Small for for rent for female. $400 a month includes everything. Cable, wifi, all utilities, washer and dryer in unit. No pets please. If interested message me. Thanks.",3/24/19 14:23,400,apartment,NA,NA,katie_43,Y,Y,3/24/19,7:14:00 PM,male,
3/24/19,7:14 PM,3/24/19 19:14,https://indianapolis.craigslist.org/roo/d/indianapolis-broad-ripple-monon-3-story/6849296604.html,"$700 / 1600ft2 - Broad Ripple/Monon 3 Story Condo (66th & College Ave)
","Room for Rent starting Mid April in three story condominium in Broad 
Ripple off of Monon Trail.  In unit clothes washer and dryer.  Walking 
distance to many shops and local eateries.   



Pictures of room with walk in closet Will be made available.  



You would be living with my girlfriend and myself who are working professionals.    ",3/24/19 14:00,700,condo,male,NA,katie_27,Y,Y,3/24/19,8:11:00 PM,presumed male,
3/24/19,6:38 PM,3/24/19 18:38,https://indianapolis.craigslist.org/roo/d/indianapolis-sublease-next-to-iupui/6849205625.html,$939 / 860ft2 - Sublease next to IUPUI Apartment (Indiana Ave & University Blvd),"Sublease 1 bedroom of a 2 bedroom apartment next to IUPUI. Lease good 
till August.  Walking distance to everything. Lots of restaurants. 
Apartment complex has many added features. Workout area, swimming pool, 
computer station, free coffee, next to IUPUI, etc. 

2 bedroom Apartment is large with shared kitchen, living room, great 
porch, washer & dryer.  Bedroom is large with full bath and large 
walk-in closet.  Furniture available to rent or bring your own.  
Included cable and Internet, water, washer & dryer, Shared electric.
 

Overall $938.95 total rent 

Rent: $910

Green Fee $10

Rent Plus $6.95

Renters insurance $12 



Available May 1 ",3/24/19 12:15,939,apartment,NA,NA,katie_43,N,N,NA,,,
3/24/19,7:15 PM,3/24/19 19:15,https://indianapolis.craigslist.org/roo/d/indianapolis-looking-for-quiet-roomie/6848856544.html,$500 Looking for a quiet roomie (Eagle creek),Laid back quiet female... Looking for a quiet drama free roomie. No pets,3/23/19 19:11,500,apartment,female,NA,katie_27,Y,Y,3/27/19,4:00:00 PM,,
3/24/19,7:16 PM,3/24/19 19:16,https://indianapolis.craigslist.org/roo/d/indianapolis-downtown-iupui-campus/6848798852.html,"$598 / 1200ft2 - downtown-IUPUI campus furnished , utilities, WiFi  incl $598 (1423 E Lynn Dr,Indianapolis,IN)","good day ,

We are looking for two roommate is to share this house with us  full 
kitchen including dishwasher and separate laundry room has  wall fire 
place and all cooking Ware and utensils including too   (all utilities, 
WiFi and all furnished  because new hardwood  floor please  wear 
slippers inside the house.so we can keep house clean.quite time between 
11 pm and 7 am. Please contact property manager David  at  show contact info
. If you like check out our place

It is very. Convenient location walking distance to all the restaurant 
like Starbucks Chipotle, pizza hut , panda express family Dollar, 
Lincoln pancakes house, city BBQ and crown liquid store. Even Subway 
sandwich , Hardee ,papa John in 5 minutes walking distance and we are on
 busline to downtown convention center

We have Protection one security system and new concrete parking lot and with security light

We have one private room with private bathroom is $598. Another private room share big bathroom is $585. All furnished

House rules: no smoking /no party and no pet . Thanks :)",3/23/19 17:48,598,house,NA,NA,katie_27,Y,Y,3/24/19,8:16:00 PM,presumed male,
3/24/19,7:17 PM,3/24/19 19:17,https://indianapolis.craigslist.org/roo/d/indianapolis-roommate-opening/6848556473.html,$590 / 1750ft2 - Roommate Opening,"Seeking roommate in a furnished house. Now available. 

Message with your name and contact information if you are interested. 

*Non smokers only. 

Students and working professionals.

I will delete this ad when this room is rented.



Private bedroom area on first floor. You furnish your room. 

Large closet. 

Common areas are furnished and shared. 

Secure Nora suburb. Close to parks, gyms, and shopping . Flexible lease. 

In a great area. 

Quiet hours observed as a courtesy to roommates schedules. 

Laid back atmosphere. Privacy. 

Off street parking. Large yard. Private deck. Attached 2 car garage.

$590 a month. 

Utilities and internet are included. 



No pets please. 

No alcohol or drug abusers.

Background check.",3/23/19 13:23,590,house,NA,NA,katie_27,Y,Y,3/25/19,7:57:00 AM,,
3/24/19,6:56 PM,3/24/19 18:56,https://indianapolis.craigslist.org/roo/d/indianapolis-roommate-needed-in/6848337723.html,$700 / 1100ft2 - Roommate needed in Fountain Square (North Square),"Extra room available in a cute 2bdrm, 1 ba home in amazing Fountain 
Square / North Square. Bedroom is furnished; bathroom is obviously 
shared. Utilities included. Street parking available. There are two cats
 in the home; no additional pets, please. 



Home is within minutes of downtown, and steps from all the best 
restaurants and hot spots in Fountain Square. The block is quiet and 
safe, with excellent neighbors. 



$700 / month rent includes utilities (water, electricity, gas, and internet). Security deposit is $700.    ",3/23/19 9:37,700,house,NA,NA,katie_43,Y,Y,3/25/19,12:42:00 PM,female,
3/24/19,6:58 PM,3/24/19 18:58,https://indianapolis.craigslist.org/roo/d/indianapolis-indy-downtown-lockerbie-3/6848329607.html,"$400 / 1800ft2 - Indy downtown- Lockerbie  3 bdroom house  room to share $400 (235 Fulton Street. Indianapolis,IN)","Downtown indnapolis. ( Lockerbie ) 3 story  new remodeling house 3 bd room 1/2 bath. Upscale house looking for one roommate

House has fireplace hardwood floors. New paint and one big bedroom. Abd all applicance plus washer and dryer

Walking distance to Mass Ave abd old Marsh supermarket. Only 7 minutes go to I-65 only one minutes

House has one old dog very friendly.. rent $400 share utilities included  WiFi 

Will be available Marsh 23 2019    ",3/23/19 9:24,400,house,NA,NA,katie_43,Y,Y,3/25/19,8:00:00 AM,,
3/24/19,7:18 PM,3/24/19 19:18,https://indianapolis.craigslist.org/roo/d/carmel-roomie-wanted/6848314382.html,$700 Roomie wanted! (Carmel or Zionsville),"Looking to move this summer/ soon but needing a room mate. I have an 
idea of the place I want to move to but I am open to options. Trying to 
keep the shared rent under 700. I have living room and kitchen furniture
 and possibly a bed that would be available for use. I also have a 
puppy. 

No smokers please and preferably female in their 20s.    ",3/23/19 8:58,700,apartment,NA,NA,katie_27,Y,Y,3/25/19,9:10:00 AM,,
3/24/19,7:18 PM,3/24/19 19:18,https://indianapolis.craigslist.org/roo/d/indianapolis-room-and-bath-in-condo/6848262099.html,"$400 / 2400ft2 - Room and Bath in Condo Townhouse for Rent. (Keystone/Kessler, Broad Ripple)","Working student or professional tenant preferred. Non-smokers only. Rent
 will be $400/month for example all utilities (WiFi however no cable). 
Would ask for a $200 deposit. Nice-sized front bedroom (12' x 12') for 
lease at charming bungalow. Shared kitchen and bathroom, both 
modernized; lots of storage area in basement. House has front porch and 
rear deck, hardwood flooring. Quiet residential area suitable to the 
Glendale mall/Target, Keystone Ave and Broad Ripple Aves. The room is 
completely furnished but may be altered. I've got two favorable pets - a
 little cat and dog. No other pets . Available after April two - Leasing
 duration flexible.



*If this sounds like a good match please message here:  (323) 452-2361",3/23/19 5:54,400,townhouse,NA,NA,katie_27,N,N,NA,,,
3/25/19,10:24 PM,3/25/19 22:24,https://indianapolis.craigslist.org/roo/d/nice-room-for-rent-near-castleton/6850467392.html,Nice room for rent near Castleton,"Nice room for rent with bath in house near Castleton. Includes free wifi and w/d use. Clean, responsible, employed. $500 month + $200 deposit",3/16/19 1:24,500,house,NA,NA,katie_27,Y,Y,3/26/19,7:25:00 PM,,
3/25/19,10:51 PM,3/25/19 22:51,https://indianapolis.craigslist.org/roo/d/greenwood-roommate-shared-house-asap/6842632018.html,Roommate/shared house ASAP,"Looking for someone ready to move ASAP! I'm a 26 year old white male. Very easy going, laid back and drama free. Very clean and organized. I also have 1 small dog 🐶 she's just an older big baby. I have a 3 bedroom house right off of highway 37 on the southwest corner of greenwood, and looking for a roommate to help share the cost of living with. Bedrooms are not furnished, but rest of the house is. Hoping to find another male somewhere close to age anywhere from 18-about 30. But I'm flexible. Will also consider a female around the same age as well. I'm happy to share whatever I have with you, but you need to pitch in as well, and not just eat or drink whatever I have without providing also. I have Direct TV cable, and will pay for that, has hookup in bedrooms, living room, and basement. I don't have internet, but will consider getting it if you desire and can throw in on it. Have all appliances, and washer and dryer. I will also supply laundry detergent, fabric softener, and dryer sheets. Shared bathroom, but I'm very clean and keep everything clean always! Or you could have the entire basement to yourself. Has cable hookup, and shower in it, but no sink or toilet. It's not a brand new or perfect house, has its flaws, but very livable and cozy. I'm slowly working on improving it, and if you're willing to help then that's even better! Mainly just needs painted inside in every room. Which I almost have done now. I'm looking for $600 a month. That sounds like a lot, but it's really not considering it's a shared house, not just limited to one room, and that is everything included; rent, all utilities, power, heat, ac, cable, etc... I can try to work with you though, so just get with me and we can figure something out. Message or text for any other details! Please give info about yourself when you reply, like age, whether you have a job, vehicle, and can split cost, etc, and please send a picture so I know you're real and serious! Thanks 317-Five88-2one3two",3/16/19 1:24,600,house,male,26,katie_27 ,N,N,NA,,,
3/25/19,10:51 PM,3/25/19 22:51,https://indianapolis.craigslist.org/roo/d/whitestown-private-suite-in-quiet-home/6850329195.html,"Private Suite in Quiet Home, Great Location","Gay male leasing out spare full guest bedroom w/ private full bath in a cozy 2900 sq ft home. Gourmet kitchen and plenty of storage. Luxuriaties include private back yard with pool access near the community pool. Home is also close to freeway entrance in quiet suburban neighborhood - 30 minutes from virtually anywhere within the Metro Indianapolis area. Authentic 4 star restaurants in nearby neighborhoods. Guest Bedroom has a private bath with 46"" TV. Bedroom can be left furnished upon request. Off street parking available. This price has been reduced. $549/mo with 1/3 of utilities expected. Prospects in potential roommate; : Be ok with 2 cats (very clean and ultra friendly) : Reliable source of verifiable monthly income  : Backround check preferred : Security Deposit and 1st Mo. Rent",3/25/19 17:47,549,house,male,NA,katie_27,Y,Y,3/26/19,7:09:00 PM,,
3/25/19,10:55 PM,3/25/19 22:55,https://indianapolis.craigslist.org/roo/d/indianapolis-furnished-room-utilities/6850247475.html,"Furnished room, utilities/internet paid","Hi, Two rooms are available in this half a double near Woodruff Place and Angie's List, and 26 blocks from IUPUI. The closest west bound bus route and bike lane, Michigan Street, is 1/2 block away. The closest east bound bus route and bicycle lane, New York Street, is 1 1/2 blocks away. Respond by letting me know why the interested individual would make an excellent tenant and roommate. The bedroom door locks. Furnishings include a bed, table, and chair. A dresser is optional. Each occupant is on a separate rental agreement. The common rooms are a living room, kitchen, laundry room, bathroom, half bathroom, and a utility room with a washer and dryer for use by occupants. Renter's insurance is included in the price. Utilities are paid by the landlord, including Internet access. If interested, ask about the option to use the Ethernet. Parking is available on the street as well as in back. Pets are generally not allowed (example of a possible exception is for fish kept in the half bathroom in a small container). Smoking and vaping of any sort are not allowed. Selected occupant must be neat, pass the screening process (including financial, and criminal and civil courts), be responsible, quiet and get along with others. The landlord, a futurist / environmentalist lives next door, and a techie/student, and factory worker live there. Gardeners, neighborly people, bicyclists, commuters by bus, people who like to live near Downtown, nonsmokers, and ecological minded people might especially appreciate this location. By the way, I know of landlords who rent bedrooms, studios, apartments and houses. Currently (01/27/2019) I know of bedrooms and a one bedroom apartment ($650) for rent. Prices for bedrooms are $350 to $400. Again, respond by letting me know why the interested individual would make an excellent tenant and roommate. ___________________________________________________________________________ Angies List Indiana University Purdue University Dental School Downtown Down Town",3/25/19 16:17,365,house,NA,NA,katie_43,Y,Y,3/26/19,1:02:00 PM,presumed male,
3/25/19,10:27 PM,3/25/19 22:27,https://indianapolis.craigslist.org/roo/d/indianapolis-room-offered-furnished/6850167809.html,room offered furnished/unfurnished,"private room offered (it can be furnished)with private entrance 2 windows, shared kitchen and shared full bath, laundry onsite, close to shopping, bus lines, safe area nice families all around, extra storage in basement or garage, parking off street or backyard. all utilities included electric water gas and internet, other room occupied, guy very respectful' no smoke no drug no alcohol no drama no animals rent is 6 months minimum lease then month to month 390+200 deposit, area calm and safe, perfect for student, immigrant, or simply people who like to be with a roommate, this room will go fast ask questions i will answer, best tenant must have a job and a clean background check,",3/25/19 14:57,390,house,NA,NA,katie_27,Y,Y,3/26/19,9:22:00 AM,,
3/25/19,10:29 PM,3/25/19 22:29,https://indianapolis.craigslist.org/roo/d/indianapolis-private-room-for-rent/6850055985.html,Private room for rent,"Hello, I am leaving Indianapolis after April and am looking for somebody to fill the room that I am leaving. It is an adorable house within easy walking distance of grocery stores, several bus stops, and other amenities. Rent is $455/month plus utilities, which are roughly $100 total each month. Month-to-month lease options available. There are 4 other roommates living in the house, all private rooms. All of us are young professionals. You would only be sharing a bathroom with one other person. Washer and dryer in the house. Shared kitchen space. Everybody in this house tends to keep to themselves most of the time, but everybody is very sweet and will basically just let you do your thing. There are cats in the house. If you would like to see the place or if you would like more information, just email me and we can chat a bit more.",3/25/19 13:13,455,house,NA,NA,katie_27,Y,Y,3/26/19,5:50:00 AM,,
3/25/19,10:38 PM,3/25/19 22:38,https://indianapolis.craigslist.org/roo/d/indianapolis-great-room-available/6836310361.html,GREAT Room Available Immediately,"All Utilities! Available April 1 (or the weekend before). Great near-southside location, just off 465. Minutes from U of Indy and super easy route downtown (14 minutes). Quiet home with professionals and serious adult students. FULL HOUSE privileges, fully furnished bedroom, wireless broadband and a great setup for those who want a quiet friendly place. Have a long history of great roommies who came from this website! Room can only accommodate 1 Person. Welcoming diversity of all backgrounds, nationalities. Happy to consider students and/or gainfully employed. Reliable transportation is a must since public transportation is quite limited. Just be pleasant, considerate and kind! Drop me a line if you have any questions. First and last month rent required.",3/8/19 8:22,450,house,NA,NA,katie_27,Y,N,3/26/19,3:10:00 PM,presumed male,
3/25/19,10:59 PM,3/25/19 22:59,https://indianapolis.craigslist.org/roo/d/indianapolis-room-for-rent-160-week/6840889575.html,"Room for Rent $160 /Week - CABLE, Utilities, Internet ALL INCLUDED",ALL INCLUSIVE 10 minutes from downtown INDY GO 3 minutes walking distance REQUIRED 1 wk deposit + 1 wk of rent,3/13/19 20:21,695,NA,NA,NA,katie_43,N,N,NA,,,
3/25/19,11:01 PM,3/25/19 23:01,https://indianapolis.craigslist.org/roo/d/indianapolis-room-for-rent-165-wk-cable/6838778488.html,"Room for rent $165/Wk - CABLE, Utilities, Intern","Private room for rent , $ 160/week in a newly remodeled home in North-East side All included in the price: utilities , high speed WIFI and internet, washer/dryer at home 10 minutes Castleton and Fishers 5 minutes to Starbucks and shopping center VERY PEACEFUL AND QUIET AREA ! REQUIRED : 1 wk deposit +1 wk of rent",3/11/19 12:38,717,house,NA,NA,katie_43,N,N,NA,,,
3/25/19,11:03 PM,3/25/19 23:03,https://indianapolis.craigslist.org/roo/d/indianapolis-this-is-it-all-utilities-2/6836524026.html,This is it! / //all utilities- 2 rooms left-on busline-east of downtow,"Newly renovated home near Woodruff Place All Utilities plus internet included CLEAN and spacious rooms private room and bed Laundry on site $150-$175 a week $75 cleaning deposit DRUG FREE Must have proof of employment and ability to be respectful of roommates, house, and community.",3/8/19 12:25,652,house,NA,NA,katie_43,N,N,NA,,,
3/25/19,11:05 PM,3/25/19 23:05,https://indianapolis.craigslist.org/roo/d/indianapolis-great-private-room-for/6846592577.html,GREAT PRIVATE ROOM FOR RENT AVAILABLE NOW,"Private furnished room/common areas (est. 1900 sq/ft) house shared w/ 1 other person. Located in Meridian-Kessler neighborhood. Two story duplex, 3 bedrooms, large living room, dining room, kitchen, full bath upstairs shared with 1 other, half bath downstairs. Fireplace. Downstairs washer and dryer. Beautiful neighborhood, near Butler U. and Broad Ripple, close to bus lines and Blue Indy. Large front porch and small back porch. Utilities included-electric, gas, water, sewer, WIFI, and Sling TV. On street parking. Can arrange to split the cost of household essentials i.e. t-p, paper towel, cleansers etc. If you are interested, please email me a description of yourself and please provide your phone number.",3/21/19 4:56,430,house,NA,NA,katie_43,N,N,NA,,,
3/25/19,10:40 PM,3/25/19 22:40,https://indianapolis.craigslist.org/roo/d/indianapolis-female-bedroom-and-private/6849810855.html,female /bedroom and private bath,looking for roomate to share my home.... $700 month- 2 bedrooms and private bath.,3/25/19 9:12,700,NA,NA,NA,katie_27,Y,Y,3/26/19,4:04:00 AM,presumed female,
3/25/19,10:42 PM,3/25/19 22:42,https://indianapolis.craigslist.org/roo/d/indianapolis-room-for-rent-155-week/6843131538.html,"Room for Rent $155/Week - CABLE, Utilities, Internet ALL INCLUDED","ALL INCLUDED IN THE PRICE : utilities, high speed WIFI , internet , washer/dryer at home 3 minutes from Children's Museum and 1 minute from highway 65 N VERY PEACEFUL AND QUIET NEIGHBORHOOD INDY GO across the street REQUIRED : 1 wk deposit + 1 wk of rent",3/16/19 16:58,674,house,NA,NA,katie_27,N,N,NA,,,
3/25/19,10:45 PM,3/25/19 22:45,https://indianapolis.craigslist.org/roo/d/beech-grove-450-month-rent-covers/6849533896.html,$450/month Rent Covers Everything,"Hello, my name is Brian, I am 41 years old and am a school teacher of 16 years. I have been renting out rooms in my home for many years now. I have rented to professionals, traveling nurses, students and even international students attending school at ELS, IUPUI and University of Indianapolis from places such as India, Saudi Arabia, China, Japan and Turkey. Renting my rooms has provided some great experiences in meeting new people and making new friends. There are two rooms for rent and are fully furnished (queen size bed, TV, dresser, desk, closet, high speed wireless internet w/ high speed ethernet cord in room as well, and your own DVR satellite for TV) and the use of a Jacuzzi hot tub. The rent covers everything, no hidden costs. I am looking for a clean, responsible and drama-free roommate who pays rent on time and cleans up after themselves. My home is a clean, quiet and a place to relax from a hard day's work. My neighborhood and home is located directly next to a Kroger grocery store and strip mall that includes various restaurants, a Planet Fitness if you like to work out as I do with LA Fitness being about 5 minutes from my house. I also have a Walmart/Loews within a one minute drive from my house. If you are a student, IUPUI is close only being a 12 minute drive from my house, University of Indianapolis is only a 5 minute drive from my house and ELS language center is only about 12 minute drive from my house and downtown Indianapolis about a 12 minute drive. There is also Indy Go bus line that is located across the street that is accessible to you. Whether you're a professional or student, my home is perfect for you and is travel friendly to any destination being 2 minutes from I-465 interstate. My home is clean and pet free(no animals please), smoking is done outside. I am looking for someone who can, at minimum, commit to a 6 month agreement. The room for rent is for ONE person, not married couples or for a boyfriend/girlfriend or children to live in. If you are interested or have any questions, please feel free to contact me at show contact info. The rooms are on a first come, first serve basis and will be available to rent on March 24th, 2019. Thanks!",3/24/19 18:57,450,house,male,41,katie_27,N,N,NA,,,
3/26/19,2:32 PM,3/26/19 14:32,https://indianapolis.craigslist.org/roo/d/indianapolis-huge-2-spacious-room/6850912347.html,"Huge 2 spacious room available for rent in (N Delaware St, Indianapolis, IN)","2 spacious room in a 3 bed 3 bath apartment is available right now to move in. Room is pretty spacious for 2 person. It will work perfect for someone who works in Portland. I am 24 years old, my name is Grey. I live a healthy lifestyle, workout and eat good. I do not smoke, do drugs nor drink. I understand if you do, but smoking and drugs are not allowed in the apartment drinking is fine if you keep it to yourself. I have a full time job and I am gone all day. I am probably the most understanding and the chill person you will ever meet.I am looking for someone who can pay their rent on time. Utilities are included. *Appointment? Anytime message me here::(720) 507-5614",3/26/19 13:29,400,apartment,NA,NA,katie_27,N,N,NA,,,
3/26/19,2:38 PM,3/26/19 14:38,https://indianapolis.craigslist.org/roo/d/indianapolis-safe-clean-room-available/6850877045.html,Safe Clean Room Available in Lawrence,"Share this lovely house with 4 other very clean, intelligent and polite people. All hard wood floors, established and safe neighborhood where Tasha and I have lived for years. Shared bath and kitchen - we get along well! Expectation is to pay rent on time and clean up 101%. Your room is private/locks/and quiet. Kitchen is well equipped, bath is always clean, open driveway, and full laundry. Let's meet. 317-515-7405 or jojojudd@yahoo.com.",3/26/19 12:55,125,house,NA,NA,katie_27,Y,Y,3/26/19,4:15:00 PM,presumed female,
3/27/19,7:07 PM,3/27/19 19:07,https://indianapolis.craigslist.org/roo/d/carmel-room/6852070945.html,Room (Carmel),"I have a very clean room for rent around Carmel area the room is $600 including all utilities like electricity, internet, washer/dryer water etc...it close to meijer and 7 min away from Kroger and Walmart available from the 1st of April. Contact me for more details",3/27/19 19:50,600,NA,NA,NA,katie_27,N,N,NA,,,
3/27/19,8:48 PM,3/27/19 20:48,https://indianapolis.craigslist.org/roo/d/indianapolis-search-roomate-25-college/6852058474.html,Search roomate 25 college Av,"Hi, I'm man 34 years,",3/27/19 19:32,335,apartment,male,34,katie_43,Y,Y,3/28/19,11:48:00 AM,,
3/27/19,8:49 PM,3/27/19 20:49,https://indianapolis.craigslist.org/roo/d/indianapolis-room-for-rentupstairs/6830729738.html,Room for rent(upstairs) women only,"I have an upstairs for rent. You will have 2 rooms to yourself. Shared bathroom/kitchen. I am a 30yr old black male, renting to women only simply because I just don't like living with men. I am quiet and respectful. Perfect tenant would also be a quiet one with little to no company. If interested call or text",3/1/19 0:10,300,house,male,30,katie_43,Y,Y,3/28/19,12:18:00 AM,,
3/27/19,7:08 PM,3/27/19 19:08,https://indianapolis.craigslist.org/roo/d/indianapolis-room-for-rent-prefer-female/6844090576.html,Room for rent (prefer female),I have a room for rent perfer female roommate. No male's. It's a room in my home. Quite. Off street parking. Rent is negligible to the right lady call Bob,3/18/19 8:07,125,house,male,NA,katie_27,N,N,NA,,,
3/27/19,7:08 PM,3/27/19 19:08,https://indianapolis.craigslist.org/roo/d/indianapolis-room-4-rent/6851960192.html,Room 4 Rent,"Furnished room for rent. We are renovating! cheaper rent until renovations are complete, then rent will go up. All utilities included. No deposit. No Background Checks Available now!",3/27/19 17:23,350,house,NA,NA,katie_27,Y,Y,3/29/19,8:11:00 AM,,
3/27/19,8:51 PM,3/27/19 20:51,https://indianapolis.craigslist.org/roo/d/private-bedroom-bath-southeast/6851922791.html,Private bedroom/bath southeast - utilities included,Private bedroom/bath on southeast side for an additional female roommate. Split floorplan. Open room is master bedroom with bathroom. $640 utilities included. W/D in house. furnished room if needed. No pets or smoking.,3/27/19 16:41,640,house,NA,NA,katie_43,N,N,NA,,,
3/27/19,7:09 PM,3/27/19 19:09,https://indianapolis.craigslist.org/roo/d/indianapolis-2360ft2-2-br-in-fountain/6851710959.html,2 BR in Fountain Square for rent. ,"I have two bedrooms for rent in a recently renovated house located in vibrant Fountain Square. I am the owner, a male young professional, and I live in the third bedroom. I am looking for one or two responsible and tidy roommates to fill the open rooms, available at the end of March. No preference on the gender of either roommate.",3/27/19 13:03,520,house,male,NA,katie_27,Y,Y,3/27/19,7:11:00 PM,presumed female,
3/27/19,8:52 PM,3/27/19 20:52,https://indianapolis.craigslist.org/roo/d/indianapolis-avail-4-8-private-entrance/6851679845.html,Private Entrance 1 BR / 1 BA All Utilities / Wifi Included,"Cozy 1 bedroom apartment located in the heart of beautiful historic Woodruff Place and close to everything downtown Indianapolis has to offer. Offered to a single renter. Walkable to the Monon Trail and Pacers Bikeshare, as well as Rabble Coffee Shop, Mayfair Taproom, Beholder Restaurant, Centerpoint Brewery and the Chase Legacy Center gym. Ample free street parking and bike storage if needed. Your furnished accommodations include a comfy queen sized bed, private entrance with your own porch, a beautifully updated full bath, and a kitchenette with everything you might need.",3/27/19 12:33,175,apartment,NA,NA,katie_43,Y,Y,3/29/19,5:47:00 PM,,
3/27/19,8:53 PM,3/27/19 20:53,https://indianapolis.craigslist.org/roo/d/indianapolis-spare-room-for-rent/6851605661.html,Spare room for rent,Decent sized room in southside Indianapolis Indiana. 5mins from downtown. No deposit. 420 Cool. Female roommate preferred. Viewing of the apartment anytime after 5:30,3/27/19 11:22,360,apartment,NA,NA,katie_43,Y,Y,3/28/19,1:56:00 AM,,
3/28/19,3:57 PM,3/28/19 15:57,https://indianapolis.craigslist.org/roo/d/indianapolis-mastersuite-for-rent-in/6852727902.html,MasterSuite for rent in Owner share 4 bedroom home.,MasterSuite for rent in Owner share 4 bedroom home,3/28/19 16:52,985,house,female,NA,katie_27,N,N,NA,,,
